id_klienta;imie;nazwisko;data_urodzenia;znizka;numer_telefonu;adres_email;status_studenta
4509;Blanka;Robak;2005-01-31;1.0;803922770;blankarobak190@gmail.com;0
4510;Milena;Machura;1933-01-31;0.5;960268107;milenamachura747@gmail.com;0
4511;Hanna;Karasińska;1942-01-31;0.5;720517866;hannakarasińska843@wp.pl;0
4512;Nela;Gościniak;1959-10-31;0.65;472571844;nelagościniak759@gmail.com;0
4513;Melania;Malesa;1959-11-30;0.65;541705284;melaniamalesa658@gmail.com;0
4514;Jaśmina;Nadolska;1979-06-30;0.85;216083803;jaśminanadolska335@gmail.com;0
4515;Rozalia;Głaz;1998-09-30;0.49;500077500;rozaliagłaz605@wp.pl;1
4516;Nina;Zborowska;1986-07-31;0.9;839125548;ninazborowska182@wp.pl;0
4517;Rozalia;Musiałek;1979-05-31;0.85;769985525;rozaliamusiałek785@gmail.com;0
4518;Lena;Zarzeczna;2000-09-30;0.49;222292652;lenazarzeczna711@wp.pl;1
4519;Zofia;Rowicka;1992-02-29;0.49;277757027;zofiarowicka029@wp.pl;1
4520;Matylda;Zarzecka;1977-09-30;0.85;300737072;matyldazarzecka847@onet.pl;0
4521;Jaśmina;Wilusz;1959-01-31;0.65;162957935;jaśminawilusz077@onet.pl;0
4522;Helena;Bodzioch;1937-11-30;0.5;217332165;helenabodzioch332@wp.pl;0
4523;Matylda;Szmit;1941-10-31;0.5;741061120;matyldaszmit702@gmail.com;0
4524;Gaja;Brzęczek;1971-05-31;0.75;420814553;gajabrzęczek370@onet.pl;0
4525;Lilianna;Lisek;1970-01-31;0.75;783985562;liliannalisek009@onet.pl;0
4526;Matylda;Niewczas;1986-11-30;0.9;997155049;matyldaniewczas265@wp.pl;0
4527;Maria;Olechowska;1939-11-30;0.5;933655921;mariaolechowska883@wp.pl;0
4528;Helena;Radzikowska;1992-05-31;0.9;886689664;helenaradzikowska792@onet.pl;0
4529;Sara;Łącka;1999-09-30;1.0;485150569;sarałącka180@onet.pl;0
4530;Blanka;Babińska;1955-05-31;0.65;151336705;blankababińska334@gmail.com;0
4531;Adrianna;Karlińska;1986-12-31;0.9;257997306;adriannakarlińska176@onet.pl;0
4532;Zuzanna;Dmytruk;1936-05-31;0.5;232542296;zuzannadmytruk228@gmail.com;0
4533;Gabriela;Cybula;1949-10-31;0.5;631245569;gabrielacybula248@wp.pl;0
4534;Michalina;Korzeniewska;1995-10-31;1.0;987075294;michalinakorzeniewska358@wp.pl;0
4535;Aleksandra;Kubera;2001-01-31;1.0;913147512;aleksandrakubera968@gmail.com;0
4536;Gabriela;Sosna;1932-05-31;0.5;477859619;gabrielasosna959@gmail.com;0
4537;Łucja;Dutka;1992-02-29;0.9;203455720;łucjadutka617@onet.pl;0
4538;Kornelia;Kościańska;1930-02-28;0.5;152175963;korneliakościańska751@onet.pl;0
4539;Julia;Świątczak;1960-02-29;0.65;253996878;juliaświątczak312@onet.pl;0
4540;Wanda;Goc;1948-03-31;0.5;491976601;wandagoc189@gmail.com;0
4541;Helena;Grabska;2001-03-31;0.49;124279808;helenagrabska314@onet.pl;1
4542;Laura;Ociepa;1978-05-31;0.85;323766055;lauraociepa646@wp.pl;0
4543;Jagoda;Zawistowska;2001-12-31;0.49;867075056;jagodazawistowska326@wp.pl;1
4544;Zuzanna;Radko;1927-12-31;0.5;773091704;zuzannaradko384@wp.pl;0
4545;Hanna;Gac;1979-01-31;0.85;756278141;hannagac265@wp.pl;0
4546;Wanda;Kowalewska;1937-12-31;0.5;482528272;wandakowalewska222@wp.pl;0
4547;Aleksandra;Misiewicz;1998-09-30;1.0;435339431;aleksandramisiewicz986@wp.pl;0
4548;Łucja;Cupiał;1969-03-31;0.75;561524904;łucjacupiał812@wp.pl;0
4549;Magdalena;Singh;1953-08-31;0.5;192936385;magdalenasingh917@wp.pl;0
4550;Nina;Ekiert;1958-02-28;0.65;361273789;ninaekiert281@wp.pl;0
4551;Michalina;Koszyk;1961-02-28;0.65;423030661;michalinakoszyk748@onet.pl;0
4552;Rozalia;Świątek;1963-06-30;0.65;588330657;rozaliaświątek528@onet.pl;0
4553;Hanna;Grzesiak;1978-05-31;0.85;868384840;hannagrzesiak461@wp.pl;0
4554;Jaśmina;Kopacz;1965-06-30;0.75;709843832;jaśminakopacz637@gmail.com;0
4555;Łucja;Targońska;1973-12-31;0.75;481939444;łucjatargońska614@wp.pl;0
4556;Marcelina;Szklarz;1981-11-30;0.85;860413846;marcelinaszklarz604@gmail.com;0
4557;Kornelia;Krasińska;1934-05-31;0.5;275814873;korneliakrasińska720@onet.pl;0
4558;Wiktoria;Moskalenko;1970-09-30;0.75;468922270;wiktoriamoskalenko671@gmail.com;0
4559;Nadia;Wiatr;1988-07-31;0.9;221507069;nadiawiatr791@wp.pl;0
4560;Anna;Rusek;1927-04-30;0.5;684380592;annarusek791@gmail.com;0
4561;Liwia;Zaitseva;1927-08-31;0.5;752188205;liwiazaitseva091@onet.pl;0
4562;Antonina;Smolińska;1977-07-31;0.85;419797670;antoninasmolińska159@gmail.com;0
4563;Anna;Rutka;1939-07-31;0.5;927367737;annarutka726@gmail.com;0
4564;Gaja;Majek;1951-07-31;0.5;762748866;gajamajek174@onet.pl;0
4565;Róża;Ferens;1964-01-31;0.65;694785785;różaferens410@onet.pl;0
4566;Liwia;Pietryka;2003-02-28;0.49;736347804;liwiapietryka278@wp.pl;1
4567;Aniela;Zajda;1937-03-31;0.5;829715481;anielazajda276@onet.pl;0
4568;Anastazja;Pasoń;1985-03-31;0.9;774223796;anastazjapasoń117@gmail.com;0
4569;Karolina;Lorenc;2001-06-30;0.49;314523274;karolinalorenc915@gmail.com;1
4570;Nikola;Lesińska;1936-02-29;0.5;845529152;nikolalesińska005@gmail.com;0
4571;Blanka;Goc;1941-06-30;0.5;583671332;blankagoc087@gmail.com;0
4572;Liwia;Kozioł;1936-10-31;0.5;360699264;liwiakozioł508@wp.pl;0
4573;Eliza;Augustyn;1937-11-30;0.5;274642389;elizaaugustyn343@wp.pl;0
4574;Rozalia;Matyjaszczyk;1965-12-31;0.75;318624980;rozaliamatyjaszczyk192@wp.pl;0
4575;Alicja;Pawełek;1944-04-30;0.5;181322344;alicjapawełek180@wp.pl;0
4576;Blanka;Jurczyk;1966-05-31;0.75;772637586;blankajurczyk570@onet.pl;0
4577;Kaja;Komarnicka;1992-03-31;0.49;593554231;kajakomarnicka274@gmail.com;1
4578;Nela;Chlebowska;1928-01-31;0.5;396601612;nelachlebowska643@gmail.com;0
4579;Klara;Faron;1957-10-31;0.65;197807511;klarafaron574@wp.pl;0
4580;Lena;Zych;1952-01-31;0.5;663627765;lenazych566@onet.pl;0
4581;Lilianna;Iwanek;1999-06-30;0.49;584292639;liliannaiwanek897@onet.pl;1
4582;Oliwia;Poźniak;2004-03-31;0.49;977794640;oliwiapoźniak317@wp.pl;1
4583;Marianna;Czerwonka;1998-12-31;0.49;582275393;mariannaczerwonka585@gmail.com;1
4584;Zofia;Banaszak;1975-07-31;0.85;877691881;zofiabanaszak394@wp.pl;0
4585;Natalia;Lenartowicz;1947-01-31;0.5;591397058;natalialenartowicz600@onet.pl;0
4586;Kinga;Machura;1943-01-31;0.5;827817301;kingamachura890@gmail.com;0
4587;Lena;Gruszecka;1936-01-31;0.5;169529679;lenagruszecka065@onet.pl;0
4588;Maria;Mikulska;1955-02-28;0.65;801846257;mariamikulska699@wp.pl;0
4589;Marcelina;Makuch;1975-07-31;0.85;577731828;marcelinamakuch485@wp.pl;0
4590;Hanna;Narewska;1928-06-30;0.5;602792431;hannanarewska167@onet.pl;0
4591;Matylda;Szcześniak;1942-04-30;0.5;495060386;matyldaszcześniak814@onet.pl;0
4592;Lena;Lisiewicz;1975-08-31;0.85;573111718;lenalisiewicz661@wp.pl;0
4593;Iga;Gałązka;1990-09-30;0.9;727044733;igagałązka726@onet.pl;0
4594;Kornelia;Poloczek;1994-07-31;0.9;539001152;korneliapoloczek464@gmail.com;0
4595;Gabriela;Królik;1982-12-31;0.85;253392884;gabrielakrólik489@wp.pl;0
4596;Pola;Kęsik;1932-06-30;0.5;974974007;polakęsik636@onet.pl;0
4597;Magdalena;Płochocka;1954-02-28;0.5;782648903;magdalenapłochocka395@onet.pl;0
4598;Jagoda;Jasek;1958-05-31;0.65;666455398;jagodajasek103@gmail.com;0
4599;Antonina;Sołowiej;1993-01-31;0.49;108903339;antoninasołowiej719@wp.pl;1
4600;Emilia;Liashenko;1938-10-31;0.5;772615672;emilialiashenko717@gmail.com;0
4601;Oliwia;Makuła;1961-10-31;0.65;398826836;oliwiamakuła257@wp.pl;0
4602;Lilianna;Sitko;1930-09-30;0.5;118573358;liliannasitko394@wp.pl;0
4603;Blanka;Kmak;1971-03-31;0.75;722349240;blankakmak876@gmail.com;0
4604;Nina;Miłek;1988-12-31;0.9;342805927;ninamiłek841@gmail.com;0
4605;Róża;Krzysztoń;1928-08-31;0.5;733706140;różakrzysztoń289@wp.pl;0
4606;Anna;Kluska;1989-05-31;0.9;807862249;annakluska472@wp.pl;0
4607;Weronika;Zadrożna;1942-05-31;0.5;235241236;weronikazadrożna854@gmail.com;0
4608;Kinga;Mendyk;1973-03-31;0.75;831331623;kingamendyk651@onet.pl;0
4609;Marianna;Kabat;1966-02-28;0.75;617810102;mariannakabat897@gmail.com;0
4610;Liliana;Zyskowska;1944-05-31;0.5;177324290;lilianazyskowska571@gmail.com;0
4611;Jaśmina;Zdeb;1978-02-28;0.85;799437890;jaśminazdeb862@onet.pl;0
4612;Wanda;Wołek;2004-06-30;0.49;555916898;wandawołek042@wp.pl;1
4613;Anna;Bartoszek;1933-11-30;0.5;134529165;annabartoszek228@onet.pl;0
4614;Martyna;Kaszewska;1958-07-31;0.65;414585407;martynakaszewska201@wp.pl;0
4615;Anastazja;Malewska;1978-02-28;0.85;492411764;anastazjamalewska071@wp.pl;0
4616;Aleksandra;Krasucka;1966-12-31;0.75;629475154;aleksandrakrasucka013@gmail.com;0
4617;Aurelia;Ogrodnik;1953-04-30;0.5;316078264;aureliaogrodnik415@wp.pl;0
4618;Rozalia;Smulska;1988-02-29;0.9;549954881;rozaliasmulska911@onet.pl;0
4619;Kornelia;Zarzeczna;1930-06-30;0.5;980120941;korneliazarzeczna950@gmail.com;0
4620;Hanna;Ruta;1989-05-31;0.9;449038967;hannaruta978@onet.pl;0
4621;Róża;Fus;1984-10-31;0.85;788683553;różafus875@gmail.com;0
4622;Nela;Landowska;1940-01-31;0.5;792182114;nelalandowska968@wp.pl;0
4623;Lilianna;Merta;1966-12-31;0.75;395695999;liliannamerta796@onet.pl;0
4624;Kinga;Wronowska;1941-09-30;0.5;586448192;kingawronowska564@onet.pl;0
4625;Wiktoria;Cichoń;1962-11-30;0.65;407962602;wiktoriacichoń702@wp.pl;0
4626;Natalia;Marchlewska;1950-04-30;0.5;736559828;nataliamarchlewska277@wp.pl;0
4627;Łucja;Sujka;1982-07-31;0.85;891262492;łucjasujka508@gmail.com;0
4628;Róża;Seroka;1989-11-30;0.9;948412362;różaseroka911@wp.pl;0
4629;Nina;Kurzawa;2005-04-30;1.0;185250362;ninakurzawa979@wp.pl;0
4630;Oliwia;Makara;1949-01-31;0.5;406413909;oliwiamakara393@wp.pl;0
4631;Marcelina;Januszkiewicz;1997-08-31;1.0;932340778;marcelinajanuszkiewicz819@gmail.com;0
4632;Nina;Ziemba;1968-01-31;0.75;273980301;ninaziemba246@wp.pl;0
4633;Kinga;Niziołek;1930-09-30;0.5;670560104;kinganiziołek692@gmail.com;0
4634;Zuzanna;Witek;2001-05-31;0.49;519451635;zuzannawitek189@wp.pl;1
4635;Rozalia;Stolarska;1927-06-30;0.5;640547648;rozaliastolarska388@gmail.com;0
4636;Julia;Jarzębska;1960-02-29;0.65;203701627;juliajarzębska024@wp.pl;0
4637;Aniela;Dragon;1929-05-31;0.5;997853756;anieladragon729@onet.pl;0
4638;Alicja;Cieplińska;1995-08-31;0.49;955027446;alicjacieplińska161@wp.pl;1
4639;Marianna;Dembowska;1945-09-30;0.5;120151809;mariannadembowska533@gmail.com;0
4640;Eliza;Trela;2005-12-31;1.0;645838760;elizatrela951@wp.pl;0
4641;Łucja;Moskała;2000-05-31;0.49;585058531;łucjamoskała751@gmail.com;1
4642;Lena;Łuszczek;1930-04-30;0.5;838427686;lenałuszczek783@gmail.com;0
4643;Blanka;Klima;1996-09-30;0.49;482076162;blankaklima159@wp.pl;1
4644;Matylda;Pałasz;1929-03-31;0.5;904447372;matyldapałasz631@wp.pl;0
4645;Nela;Chorna;1932-10-31;0.5;512461404;nelachorna744@wp.pl;0
4646;Nela;Stupak;1957-12-31;0.65;798014005;nelastupak616@gmail.com;0
4647;Matylda;Bielawska;1931-09-30;0.5;209971135;matyldabielawska074@gmail.com;0
4648;Iga;Hryciuk;1989-12-31;0.9;724329923;igahryciuk158@gmail.com;0
4649;Weronika;Singh;1963-02-28;0.65;129824100;weronikasingh842@gmail.com;0
4650;Matylda;Panchenko;1993-10-31;0.9;417693669;matyldapanchenko074@onet.pl;0
4651;Matylda;Skibicka;1965-07-31;0.75;291088032;matyldaskibicka976@gmail.com;0
4652;Magdalena;Traczyk;1929-10-31;0.5;253536408;magdalenatraczyk408@gmail.com;0
4653;Nikola;Kucher;1979-12-31;0.85;620047833;nikolakucher966@gmail.com;0
4654;Gaja;Nawrocka;1967-01-31;0.75;637837584;gajanawrocka496@gmail.com;0
4655;Wiktoria;Kolomiiets;1978-02-28;0.85;478922190;wiktoriakolomiiets037@gmail.com;0
4656;Gaja;Novak;2001-06-30;0.49;598306917;gajanovak689@onet.pl;1
4657;Pola;Bigus;1962-01-31;0.65;777334886;polabigus925@gmail.com;0
4658;Iga;Krężel;1932-01-31;0.5;442916007;igakrężel471@gmail.com;0
4659;Oliwia;Stachoń;1946-09-30;0.5;446770730;oliwiastachoń731@wp.pl;0
4660;Michalina;Jedynak;1962-10-31;0.65;844951244;michalinajedynak409@wp.pl;0
4661;Łucja;Maksymowicz;1995-12-31;0.49;838538875;łucjamaksymowicz430@gmail.com;1
4662;Zuzanna;Stanisławczyk;2000-12-31;0.49;823830256;zuzannastanisławczyk974@onet.pl;1
4663;Jaśmina;Pietryga;1934-01-31;0.5;851864789;jaśminapietryga213@onet.pl;0
4664;Łucja;Wirkus;1952-11-30;0.5;317533712;łucjawirkus892@gmail.com;0
4665;Kinga;Kozielska;2005-08-31;1.0;349829268;kingakozielska617@wp.pl;0
4666;Pola;Orłowska;1977-05-31;0.85;285398716;polaorłowska697@gmail.com;0
4667;Maja;Urbanowska;2000-07-31;0.49;514327099;majaurbanowska732@onet.pl;1
4668;Nela;Bocian;1956-08-31;0.65;676275087;nelabocian321@gmail.com;0
4669;Oliwia;Wodnicka;1942-09-30;0.5;309160463;oliwiawodnicka147@gmail.com;0
4670;Nela;Kropidłowska;1931-07-31;0.5;580294983;nelakropidłowska633@gmail.com;0
4671;Iga;Jurczyńska;1970-05-31;0.75;224517279;igajurczyńska496@wp.pl;0
4672;Maja;Stolc;1961-07-31;0.65;684100007;majastolc790@onet.pl;0
4673;Anastazja;Augustyn;1992-09-30;0.49;794224006;anastazjaaugustyn942@onet.pl;1
4674;Wanda;Maćkiewicz;1960-06-30;0.65;546751723;wandamaćkiewicz928@onet.pl;0
4675;Jagoda;Mateja;1955-07-31;0.65;880749345;jagodamateja635@gmail.com;0
4676;Jaśmina;Wójcikowska;1930-05-31;0.5;713819566;jaśminawójcikowska766@gmail.com;0
4677;Anna;Dobrzeniecka;2004-10-31;0.49;436615469;annadobrzeniecka856@wp.pl;1
4678;Róża;Brzostek;1944-11-30;0.5;438604474;różabrzostek487@wp.pl;0
4679;Karolina;Gumińska;1952-07-31;0.5;230737745;karolinagumińska555@gmail.com;0
4680;Pola;Siczek;1928-08-31;0.5;886150585;polasiczek911@gmail.com;0
4681;Wanda;Jędrzejczak;1937-10-31;0.5;668743398;wandajędrzejczak213@gmail.com;0
4682;Jaśmina;Kondracka;1950-05-31;0.5;589987511;jaśminakondracka295@wp.pl;0
4683;Gaja;Osmańska;1972-06-30;0.75;247441697;gajaosmańska934@gmail.com;0
4684;Kinga;Byczkowska;1951-12-31;0.5;495299728;kingabyczkowska389@gmail.com;0
4685;Kornelia;Barczyk;2001-09-30;0.49;390711917;korneliabarczyk534@wp.pl;1
4686;Wiktoria;Laszuk;1946-06-30;0.5;797470988;wiktorialaszuk253@onet.pl;0
4687;Eliza;Kolczyńska;1991-08-31;0.9;646745613;elizakolczyńska178@onet.pl;0
4688;Agata;Janowicz;1986-09-30;0.9;549279363;agatajanowicz635@gmail.com;0
4689;Melania;Wantuch;1936-11-30;0.5;995532790;melaniawantuch896@gmail.com;0
4690;Magdalena;Stańczak;1927-04-30;0.5;914610008;magdalenastańczak581@gmail.com;0
4691;Oliwia;Dobkowska;1994-01-31;0.9;770600954;oliwiadobkowska446@wp.pl;0
4692;Aniela;Grocholska;1980-01-31;0.85;724319127;anielagrocholska280@gmail.com;0
4693;Barbara;Prokopenko;1933-10-31;0.5;407682716;barbaraprokopenko047@gmail.com;0
4694;Zuzanna;Karwowska;1959-11-30;0.65;709481154;zuzannakarwowska398@onet.pl;0
4695;Michalina;Cielecka;1964-05-31;0.65;375181480;michalinacielecka387@onet.pl;0
4696;Melania;Rydzewska;1974-12-31;0.75;672375662;melaniarydzewska820@gmail.com;0
4697;Gabriela;Mrożek;1966-12-31;0.75;608745018;gabrielamrożek666@onet.pl;0
4698;Emilia;Szumilas;1974-12-31;0.75;959744778;emiliaszumilas998@gmail.com;0
4699;Nikola;Bieniek;1984-10-31;0.85;520690135;nikolabieniek081@gmail.com;0
4700;Marianna;Bałdyga;1948-12-31;0.5;753347943;mariannabałdyga744@onet.pl;0
4701;Róża;Skupińska;1946-11-30;0.5;396649628;różaskupińska879@gmail.com;0
4702;Laura;Świątek;1926-07-31;0.5;140542314;lauraświątek125@wp.pl;0
4703;Maria;Mioduszewska;1990-10-31;0.9;216797364;mariamioduszewska126@gmail.com;0
4704;Agata;Szlęzak;2004-01-31;0.49;522850816;agataszlęzak553@gmail.com;1
4705;Adrianna;Trześniewska;1993-01-31;0.49;984419234;adriannatrześniewska326@onet.pl;1
4706;Kaja;Janas;1965-06-30;0.75;356994528;kajajanas481@onet.pl;0
4707;Iga;Gomółka;1931-09-30;0.5;808811857;igagomółka686@gmail.com;0
4708;Wiktoria;Rutka;1946-08-31;0.5;352612659;wiktoriarutka942@onet.pl;0
4709;Pola;Kożuchowska;1978-01-31;0.85;771982606;polakożuchowska920@onet.pl;0
4710;Zuzanna;Jarecka;1934-01-31;0.5;785301247;zuzannajarecka789@gmail.com;0
4711;Milena;Jachowicz;1977-03-31;0.85;111476654;milenajachowicz458@wp.pl;0
4712;Iga;Pławecka;1986-11-30;0.9;116822709;igapławecka390@wp.pl;0
4713;Natalia;Walaszek;1963-06-30;0.65;837235147;nataliawalaszek384@gmail.com;0
4714;Hanna;Dziubek;1971-10-31;0.75;266570210;hannadziubek711@wp.pl;0
4715;Agata;Jesionowska;1999-08-31;0.49;174305239;agatajesionowska455@gmail.com;1
4716;Aurelia;Gorzelak;1979-02-28;0.85;609609422;aureliagorzelak364@wp.pl;0
4717;Eliza;Szlaga;1941-11-30;0.5;138145671;elizaszlaga445@gmail.com;0
4718;Helena;Zborowska;1978-06-30;0.85;690341464;helenazborowska668@wp.pl;0
4719;Lilianna;Grześkiewicz;1987-04-30;0.9;855478877;liliannagrześkiewicz463@wp.pl;0
4720;Wanda;Kaczanowska;1983-04-30;0.85;181833455;wandakaczanowska525@gmail.com;0
4721;Łucja;Filipowska;1998-05-31;0.49;528317986;łucjafilipowska449@onet.pl;1
4722;Sara;Olczak;1972-04-30;0.75;592733703;saraolczak541@gmail.com;0
4723;Eliza;Klawikowska;1928-11-30;0.5;234709940;elizaklawikowska080@gmail.com;0
4724;Eliza;Prusińska;1930-06-30;0.5;468541358;elizaprusińska304@gmail.com;0
4725;Sara;Kisiel;2004-04-30;0.49;769312742;sarakisiel626@gmail.com;1
4726;Marcelina;Palamarchuk;1988-05-31;0.9;766589762;marcelinapalamarchuk901@wp.pl;0
4727;Nadia;Opara;1988-04-30;0.9;374695484;nadiaopara870@onet.pl;0
4728;Laura;Przydatek;1960-12-31;0.65;600139819;lauraprzydatek891@wp.pl;0
4729;Wanda;Lendzion;1969-05-31;0.75;901090610;wandalendzion802@wp.pl;0
4730;Kaja;Pocheć;1931-02-28;0.5;316346336;kajapocheć051@gmail.com;0
4731;Barbara;Płochocka;1927-09-30;0.5;172764462;barbarapłochocka715@onet.pl;0
4732;Jagoda;Koszela;1958-07-31;0.65;309955424;jagodakoszela278@wp.pl;0
4733;Oliwia;Andrzejczyk;1939-01-31;0.5;706838792;oliwiaandrzejczyk206@onet.pl;0
4734;Maria;Langer;1979-12-31;0.85;443917458;marialanger806@onet.pl;0
4735;Amelia;Błoch;1995-04-30;0.49;260377296;ameliabłoch719@gmail.com;1
4736;Liliana;Domagalska;1999-10-31;1.0;585742001;lilianadomagalska097@gmail.com;0
4737;Antonina;Antonik;1983-05-31;0.85;328809860;antoninaantonik370@onet.pl;0
4738;Antonina;Wojewódzka;1928-04-30;0.5;541024306;antoninawojewódzka778@onet.pl;0
4739;Marianna;Suchodolska;1941-06-30;0.5;306041251;mariannasuchodolska153@wp.pl;0
4740;Klara;Najder;1957-05-31;0.65;429081245;klaranajder234@onet.pl;0
4741;Wanda;Kowalska;1974-04-30;0.75;660048620;wandakowalska586@gmail.com;0
4742;Magdalena;Gugała;1961-03-31;0.65;658457395;magdalenagugała227@onet.pl;0
4743;Jagoda;Gąska;1943-09-30;0.5;372749199;jagodagąska713@onet.pl;0
4744;Oliwia;Tkach;1970-10-31;0.75;825520144;oliwiatkach074@gmail.com;0
4745;Jaśmina;Papiernik;1975-11-30;0.85;360464028;jaśminapapiernik036@wp.pl;0
4746;Iga;Kudła;1980-11-30;0.85;199781322;igakudła815@onet.pl;0
4747;Zuzanna;Czub;1940-03-31;0.5;299393321;zuzannaczub798@gmail.com;0
4748;Sara;Jaśkowska;2007-11-30;1.0;873117759;sarajaśkowska451@wp.pl;0
4749;Nela;Mazurek;1960-11-30;0.65;521391383;nelamazurek257@onet.pl;0
4750;Lilianna;Możejko;1965-04-30;0.75;343830753;liliannamożejko309@gmail.com;0
4751;Amelia;Kopacka;1936-04-30;0.5;704037294;ameliakopacka780@onet.pl;0
4752;Iga;Rudnicka;1938-11-30;0.5;292982929;igarudnicka754@onet.pl;0
4753;Nela;Biela;1984-08-31;0.85;848891946;nelabiela719@wp.pl;0
4754;Aleksandra;Gąsior;1994-03-31;0.9;991291633;aleksandragąsior471@gmail.com;0
4755;Nina;Bilous;2004-09-30;0.49;451382285;ninabilous888@gmail.com;1
4756;Martyna;Wojciechowicz;1987-07-31;0.9;912411404;martynawojciechowicz386@onet.pl;0
4757;Nikola;Wasiak;1990-08-31;0.9;297069197;nikolawasiak465@gmail.com;0
4758;Iga;Muniak;1985-05-31;0.9;159312276;igamuniak243@wp.pl;0
4759;Magdalena;Przybysz;1963-06-30;0.65;781378113;magdalenaprzybysz497@wp.pl;0
4760;Aleksandra;Gzik;1926-01-31;0.5;807350092;aleksandragzik115@onet.pl;0
4761;Maja;Ossowska;1953-10-31;0.5;803387615;majaossowska188@onet.pl;0
4762;Rozalia;Grzęda;1927-06-30;0.5;866803182;rozaliagrzęda985@gmail.com;0
4763;Liliana;Chludzińska;1944-11-30;0.5;567677496;lilianachludzińska163@wp.pl;0
4764;Natalia;Bobińska;2002-12-31;0.49;751327486;nataliabobińska542@wp.pl;1
4765;Gabriela;Smolarek;1964-11-30;0.65;711970343;gabrielasmolarek826@gmail.com;0
4766;Nikola;Żurowska;1928-12-31;0.5;354012356;nikolażurowska032@wp.pl;0
4767;Liliana;Mrugała;1931-04-30;0.5;980411735;lilianamrugała686@wp.pl;0
4768;Amelia;Maj;1935-09-30;0.5;582009391;ameliamaj315@gmail.com;0
4769;Łucja;Korniichuk;1980-02-29;0.85;255772805;łucjakorniichuk548@wp.pl;0
4770;Zofia;Pocheć;1931-10-31;0.5;571441075;zofiapocheć394@gmail.com;0
4771;Anna;Kobylińska;1957-11-30;0.65;843818316;annakobylińska643@wp.pl;0
4772;Liwia;Piskorek;1972-04-30;0.75;378975402;liwiapiskorek895@wp.pl;0
4773;Barbara;Sypniewska;1989-08-31;0.9;247584494;barbarasypniewska191@onet.pl;0
4774;Antonina;Ryczek;1991-01-31;0.9;760007918;antoninaryczek895@gmail.com;0
4775;Aurelia;Włodarczak;1956-02-29;0.65;586685434;aureliawłodarczak855@wp.pl;0
4776;Blanka;Mach;1976-01-31;0.85;939230155;blankamach043@wp.pl;0
4777;Eliza;Białkowska;1985-10-31;0.9;790418908;elizabiałkowska636@gmail.com;0
4778;Wanda;Kucher;1977-07-31;0.85;349300313;wandakucher283@wp.pl;0
4779;Maria;Szczęsna;1955-04-30;0.65;820619031;mariaszczęsna088@gmail.com;0
4780;Weronika;Serwatka;1995-01-31;0.49;822070346;weronikaserwatka226@gmail.com;1
4781;Maja;Zientara;1958-11-30;0.65;470742305;majazientara168@gmail.com;0
4782;Jaśmina;Kruszyna;1990-10-31;0.9;259106760;jaśminakruszyna669@onet.pl;0
4783;Martyna;Kempa;1977-07-31;0.85;865288496;martynakempa451@wp.pl;0
4784;Michalina;Gzik;2002-05-31;0.49;364978177;michalinagzik463@wp.pl;1
4785;Helena;Luty;1928-01-31;0.5;823892401;helenaluty912@gmail.com;0
4786;Laura;Borowiecka;1938-06-30;0.5;345547601;lauraborowiecka897@wp.pl;0
4787;Marianna;Wacławik;1945-10-31;0.5;843299332;mariannawacławik419@onet.pl;0
4788;Kaja;Grześkowiak;1943-11-30;0.5;640766854;kajagrześkowiak909@wp.pl;0
4789;Magdalena;Strzeszewska;1926-11-30;0.5;973677749;magdalenastrzeszewska175@onet.pl;0
4790;Amelia;Machaj;1927-05-31;0.5;749195043;ameliamachaj868@onet.pl;0
4791;Liwia;Bajer;2005-06-30;1.0;890781974;liwiabajer138@wp.pl;0
4792;Klara;Szyszka;1986-12-31;0.9;631502737;klaraszyszka736@gmail.com;0
4793;Alicja;Rosiak;1983-12-31;0.85;355655408;alicjarosiak725@wp.pl;0
4794;Wanda;Kamieńska;1932-09-30;0.5;174349949;wandakamieńska417@gmail.com;0
4795;Helena;Frej;1938-09-30;0.5;511358493;helenafrej718@gmail.com;0
4796;Emilia;Kobiela;1975-07-31;0.85;981774841;emiliakobiela924@wp.pl;0
4797;Klara;Żebrowska;1931-12-31;0.5;723262603;klarażebrowska063@wp.pl;0
4798;Lilianna;Lytvyn;1936-05-31;0.5;763307479;liliannalytvyn344@wp.pl;0
4799;Sara;Jakubik;1950-06-30;0.5;231794073;sarajakubik967@onet.pl;0
4800;Julia;Kornatowska;1945-10-31;0.5;373019242;juliakornatowska292@onet.pl;0
4801;Oliwia;Rybska;1997-11-30;1.0;816695328;oliwiarybska164@wp.pl;0
4802;Zofia;Gębska;1983-06-30;0.85;264960591;zofiagębska422@wp.pl;0
4803;Zuzanna;Mrozek;1987-06-30;0.9;354084107;zuzannamrozek238@onet.pl;0
4804;Nadia;Karasek;1993-08-31;0.9;250437454;nadiakarasek122@onet.pl;0
4805;Amelia;Małecka;1988-10-31;0.9;474326680;ameliamałecka427@gmail.com;0
4806;Hanna;Mikołajczak;1957-05-31;0.65;912485906;hannamikołajczak116@onet.pl;0
4807;Nadia;Szarek;1978-05-31;0.85;295416715;nadiaszarek009@gmail.com;0
4808;Zofia;Kuc;1990-04-30;0.9;948439661;zofiakuc505@onet.pl;0
4809;Eliza;Malik;1987-04-30;0.9;858638951;elizamalik468@onet.pl;0
4810;Helena;Brzezińska;1968-10-31;0.75;953789000;helenabrzezińska152@gmail.com;0
