id_osoby_bliskiej;imie;nazwisko;numer_telefonu;adres_email
4654;KAROLINA;LENCZEWSKA;182045751;karolinalenczewska400@onet.pl
4655;GAJA;ROMANCHUK;774251230;gajaromanchuk824@onet.pl
4656;WIKTORIA;CHROBOK;182083956;wiktoriachrobok672@wp.pl
4657;MATYLDA;BABIARZ;248478332;matyldababiarz370@onet.pl
4658;GABRIEL;CHRZĄSZCZ;704101778;gabrielchrząszcz930@onet.pl
4659;NATAN;WOJCIESZEK;800012003;natanwojcieszek297@onet.pl
4660;KAJETAN;MATYJASZCZYK;926647725;kajetanmatyjaszczyk478@wp.pl
4661;NATALIA;HONCHARUK;114861926;nataliahoncharuk716@wp.pl
4662;FILIP;TYC;206096841;filiptyc578@gmail.com
4663;ROZALIA;SADŁOWSKA;515467991;rozaliasadłowska789@wp.pl
4664;PAWEŁ;DURA;676574163;pawełdura860@onet.pl
4665;NELA;MIECZKOWSKA;607574584;nelamieczkowska936@gmail.com
4666;KORNELIA;FORMELA;323091061;korneliaformela982@gmail.com
4667;KAROLINA;ZIEMBA;846287451;karolinaziemba530@gmail.com
4668;RÓŻA;KOLANOWSKA;117618615;różakolanowska735@wp.pl
4669;FRANCISZEK;KAROŃ;489371506;franciszekkaroń616@onet.pl
4670;NINA;PUK;509559542;ninapuk932@gmail.com
4671;KORNELIA;WINIARCZYK;923125223;korneliawiniarczyk412@onet.pl
4672;WERONIKA;KOVALSKA;910081685;weronikakovalska630@onet.pl
4673;JAN;SZCZĘCH;871202761;janszczęch065@wp.pl
4674;BARTOSZ;ZDANOWICZ;240396548;bartoszzdanowicz582@gmail.com
4675;BARTOSZ;CIEPLIŃSKI;395956507;bartoszciepliński400@onet.pl
4676;WIKTOR;NOWACKI;404382510;wiktornowacki312@onet.pl
4677;JÓZEF;ŁĘCZYCKI;176494730;józefłęczycki789@onet.pl
4678;GABRIELA;SOŚNICKA;756436663;gabrielasośnicka352@wp.pl
4679;JULIA;PETRYK;201183977;juliapetryk077@gmail.com
4680;KAZIMIERZ;GNAT;961828554;kazimierzgnat813@onet.pl
4681;NIKODEM;WOŹNICA;225580110;nikodemwoźnica622@gmail.com
4682;IGA;MIGDALSKA;803459316;igamigdalska768@wp.pl
4683;SZYMON;POLEK;267756848;szymonpolek377@wp.pl
4684;ANIELA;SUPIŃSKA;955274397;anielasupińska943@wp.pl
4685;ZUZANNA;HOLUB;431686251;zuzannaholub436@wp.pl
4686;KUBA;ORŁOWSKI;199748908;kubaorłowski625@gmail.com
4687;MAJA;LEWIŃSKA;837145268;majalewińska089@wp.pl
4688;IGOR;KRYSIAK;212434169;igorkrysiak387@gmail.com
4689;LAURA;RYBICKA;915193366;laurarybicka821@gmail.com
4690;WOJCIECH;SKÓRKA;748368527;wojciechskórka968@onet.pl
4691;ALICJA;KUTYŁA;657550455;alicjakutyła402@wp.pl
4692;JÓZEF;WASILEWSKI;470557893;józefwasilewski797@gmail.com
4693;MARK;RACHWAŁ;424362457;markrachwał037@onet.pl
4694;ELIZA;MROZEK;441162414;elizamrozek901@wp.pl
4695;NELA;HOŁDA;607825493;nelahołda293@onet.pl
4696;NELA;PALCZEWSKA;603201206;nelapalczewska919@onet.pl
4697;FRANCISZEK;ŻOŁNOWSKI;806247467;franciszekżołnowski829@wp.pl
4698;LIWIA;STAWIARZ;496467637;liwiastawiarz076@onet.pl
4699;ZOFIA;MIELNIK;505255668;zofiamielnik280@onet.pl
4700;OLIWIER;SZYMIK;520143187;oliwierszymik479@wp.pl
4701;NELA;SHAPOVALOVA;526055795;nelashapovalova513@onet.pl
4702;RÓŻA;BURCZYK;567455806;różaburczyk375@gmail.com
4703;HANNA;ŁĘGOWSKA;901038208;hannałęgowska156@gmail.com
4704;MARK;WĘGLIŃSKI;540333435;markwęgliński648@onet.pl
4705;ZOFIA;GŁĄB;143466197;zofiagłąb792@gmail.com
4706;JULIAN;PAŚ;731150024;julianpaś883@onet.pl
4707;TEODOR;ŚWIDEREK;504072626;teodorświderek307@wp.pl
4708;KAJA;IWANIEC;196528646;kajaiwaniec587@onet.pl
4709;ELIZA;RASZKA;567837836;elizaraszka391@gmail.com
4710;IGA;KWAŚNIEWSKA;125586290;igakwaśniewska352@onet.pl
4711;MATEUSZ;KASPROWICZ;352740458;mateuszkasprowicz941@gmail.com
4712;MICHAŁ;KACZMARSKI;606392368;michałkaczmarski513@onet.pl
4713;LAURA;PASTUSZKA;147502193;laurapastuszka454@gmail.com
4714;MICHAŁ;WILCZEWSKI;356440211;michałwilczewski389@wp.pl
4715;TEODOR;RADWAŃSKI;186311365;teodorradwański003@gmail.com
4716;ŁUCJA;TROJANOWSKA;874485386;łucjatrojanowska801@wp.pl
4717;OLIWIER;PRZYBYŁ;560775117;oliwierprzybył760@gmail.com
4718;OSKAR;WORONIECKI;622607785;oskarworoniecki166@onet.pl
4719;PAWEŁ;KOWNACKI;194248729;pawełkownacki400@wp.pl
4720;HANNA;SOCHACKA;845608306;hannasochacka515@gmail.com
4721;TADEUSZ;KUR;942331442;tadeuszkur798@onet.pl
4722;OSKAR;PIWKO;335125207;oskarpiwko015@wp.pl
4723;KORNELIA;ŚWIĘTOCHOWSKA;244092789;korneliaświętochowska115@wp.pl
4724;MARIA;KULKA;912183717;mariakulka016@onet.pl
4725;PIOTR;MORDARSKI;350860693;piotrmordarski287@onet.pl
4726;OSKAR;POPIOŁEK;812066228;oskarpopiołek377@wp.pl
4727;ADAM;KAISER;458244679;adamkaiser960@wp.pl
4728;SZYMON;PETRENKO;281860941;szymonpetrenko831@wp.pl
4729;GABRIEL;SZAFRAN;693420335;gabrielszafran584@gmail.com
4730;ADRIANNA;ŚLIWA;546043350;adriannaśliwa138@wp.pl
4731;LIWIA;JARZYNKA;165393141;liwiajarzynka279@onet.pl
4732;FRANCISZEK;JACH;544080411;franciszekjach593@onet.pl
4733;TOMASZ;GRZYB;420285622;tomaszgrzyb975@onet.pl
4734;TEODOR;KASPRZYCKI;828392145;teodorkasprzycki471@gmail.com
4735;PIOTR;NATKANIEC;889676985;piotrnatkaniec167@onet.pl
4736;JULIAN;NAUMENKO;608929185;juliannaumenko911@wp.pl
4737;NIKOLA;ŚNIEŻEK;740800747;nikolaśnieżek018@wp.pl
4738;GAJA;PAWŁOWICZ;205868756;gajapawłowicz541@gmail.com
4739;ANTONINA;STROJNA;752571440;antoninastrojna146@wp.pl
4740;WITOLD;BAKUN;160531780;witoldbakun822@onet.pl
4741;BORYS;WARDAK;424677706;boryswardak371@onet.pl
4742;LILIANA;GAWOR;970014345;lilianagawor635@wp.pl
4743;NINA;MACIASZCZYK;971121334;ninamaciaszczyk551@gmail.com
4744;KAJETAN;KAŹMIERSKI;240302728;kajetankaźmierski027@gmail.com
4745;NELA;JASIEWICZ;482600485;nelajasiewicz661@wp.pl
4746;WANDA;TKACZUK;838238042;wandatkaczuk914@wp.pl
4747;KUBA;WIĘCŁAW;596656089;kubawięcław842@gmail.com
4748;MARK;ROSZYK;925866025;markroszyk705@onet.pl
4749;NATAN;RYBICKI;806765436;natanrybicki206@gmail.com
4750;ALAN;ZASADA;628798859;alanzasada576@gmail.com
4751;MILENA;RYBCZYŃSKA;255897804;milenarybczyńska459@gmail.com
4752;KUBA;NYCZ;353419676;kubanycz268@onet.pl
4753;NATALIA;SUSZYŃSKA;797970358;nataliasuszyńska004@wp.pl
4754;ALICJA;DĄBROWA;984500736;alicjadąbrowa300@onet.pl
4755;KAJETAN;PUCHAŁA;985384696;kajetanpuchała387@onet.pl
4756;PIOTR;BOCHNAK;643911785;piotrbochnak420@onet.pl
4757;OLIWIER;SOBCZYŃSKI;871394573;oliwiersobczyński988@gmail.com
4758;NATALIA;WAŚKO;463247580;nataliawaśko711@wp.pl
4759;FILIP;CISŁO;389728502;filipcisło931@gmail.com
4760;KAZIMIERZ;SICIŃSKI;880471666;kazimierzsiciński190@gmail.com
4761;DOMINIK;SŁOMKA;432482155;dominiksłomka985@onet.pl
4762;FILIP;TARASEWICZ;688627710;filiptarasewicz182@wp.pl
4763;ANTONINA;FIUK;859133138;antoninafiuk357@wp.pl
4764;LILIANNA;PIĘTKA;293383886;liliannapiętka196@onet.pl
4765;JULIAN;PODBIELSKI;510257219;julianpodbielski404@wp.pl
4766;STANISŁAW;STOPYRA;534578713;stanisławstopyra946@wp.pl
4767;MARCELINA;JANIK;336117752;marcelinajanik116@wp.pl
4768;OLIWIER;CHMIELEWSKI;844275395;oliwierchmielewski096@wp.pl
4769;NIKOLA;POMYKAŁA;844713377;nikolapomykała967@onet.pl
4770;KAZIMIERZ;POPKO;343966504;kazimierzpopko184@wp.pl
4771;KINGA;OGONOWSKA;737249362;kingaogonowska835@onet.pl
4772;WITOLD;MARKS;253955033;witoldmarks533@gmail.com
4773;HANNA;WILCZEK;910166222;hannawilczek522@wp.pl
4774;PIOTR;STAWOWY;639234829;piotrstawowy787@onet.pl
4775;GABRIELA;CHRUŚCIEL;961860114;gabrielachruściel952@wp.pl
4776;FRANCISZEK;KRÓLIKOWSKI;479147977;franciszekkrólikowski465@gmail.com
4777;EMILIA;SERWATKA;175468921;emiliaserwatka306@onet.pl
4778;ANIELA;LISEWSKA;995736700;anielalisewska023@gmail.com
4779;NIKODEM;RÓŻYCKI;422869118;nikodemróżycki834@wp.pl
4780;NADIA;NIEDZIÓŁKA;140969691;nadianiedziółka765@wp.pl
4781;LEON;JASZEWSKI;146413867;leonjaszewski525@gmail.com
4782;ALEKSANDRA;KUŚMIERSKA;946121897;aleksandrakuśmierska614@gmail.com
4783;RÓŻA;ZAWORSKA;842644375;różazaworska426@onet.pl
4784;KAZIMIERZ;OGRODOWSKI;884217873;kazimierzogrodowski932@gmail.com
4785;KLARA;PACYNA;324611724;klarapacyna525@onet.pl
4786;OLIWIA;PETRENKO;864572332;oliwiapetrenko906@gmail.com
4787;BORYS;KUBIŃSKI;117549896;boryskubiński541@onet.pl
4788;TADEUSZ;WOŹNIAK;841423300;tadeuszwoźniak911@gmail.com
4789;LEO;FUDALI;872821426;leofudali408@wp.pl
4790;LILIANA;KURKIEWICZ;191376794;lilianakurkiewicz149@onet.pl
4791;SZYMON;MALCZEWSKI;131180199;szymonmalczewski453@wp.pl
4792;MAJA;BOŻYK;184366332;majabożyk489@onet.pl
4793;BARTOSZ;BIJAK;199400161;bartoszbijak176@wp.pl
4794;DAWID;HINCA;941153848;dawidhinca850@gmail.com
4795;NIKODEM;BUŁAT;294878257;nikodembułat702@wp.pl
4796;KLARA;WILUSZ;640708027;klarawilusz617@gmail.com
4797;MILAN;PALA;353864494;milanpala920@gmail.com
4798;NATALIA;ZARĘBA;899565977;nataliazaręba405@wp.pl
4799;LIWIA;BUKOWIEC;722701894;liwiabukowiec234@gmail.com
4800;KAJA;SZYSZKOWSKA;364888702;kajaszyszkowska391@onet.pl
4801;IGOR;POLISHCHUK;627332650;igorpolishchuk030@wp.pl
4802;RÓŻA;TOMIAK;933857107;różatomiak650@onet.pl
4803;PIOTR;KOŁECKI;989497444;piotrkołecki156@gmail.com
4804;LENA;STRACH;131355521;lenastrach464@wp.pl
4805;MILAN;WIERZBA;870800757;milanwierzba374@wp.pl
4806;TYMOTEUSZ;KRZYSZTOŃ;872669718;tymoteuszkrzysztoń911@wp.pl
4807;ZOFIA;SZCZECINA;782003911;zofiaszczecina338@gmail.com
4808;MICHALINA;PIETRASZEK;950997163;michalinapietraszek017@onet.pl
4809;JAN;RZOŃCA;244723701;janrzońca652@onet.pl
4810;TADEUSZ;BAJOREK;644084961;tadeuszbajorek368@wp.pl
4811;GABRIELA;KIN;572550110;gabrielakin028@wp.pl
4812;ARTUR;JURA;137630067;arturjura684@gmail.com
4813;JULIA;DŁUŻNIEWSKA;237128650;juliadłużniewska344@onet.pl
4814;MATEUSZ;STASIUK;188805478;mateuszstasiuk289@gmail.com
4815;MARK;FORTUNA;417322190;markfortuna219@onet.pl
4816;HANNA;PIETRUCZUK;269916478;hannapietruczuk806@gmail.com
4817;BRUNO;SZLĘZAK;325385791;brunoszlęzak942@gmail.com
4818;IGOR;OLEKSIAK;173416773;igoroleksiak873@wp.pl
4819;MICHAŁ;MAGDZIARZ;997440356;michałmagdziarz282@gmail.com
4820;MATYLDA;KOSIOROWSKA;663696882;matyldakosiorowska535@onet.pl
4821;HENRYK;WALIGÓRSKI;324562890;henrykwaligórski548@wp.pl
4822;ARTUR;LEE;759470831;arturlee339@wp.pl
4823;AGATA;MRÓWCZYŃSKA;535701771;agatamrówczyńska802@onet.pl
4824;AURELIA;LISZKA;213378455;aurelialiszka237@wp.pl
4825;ADAM;STAROWICZ;110005948;adamstarowicz911@onet.pl
4826;JAKUB;SZURGOT;140843953;jakubszurgot160@wp.pl
4827;ALAN;IDZIKOWSKI;518907794;alanidzikowski192@onet.pl
4828;ADAM;PODBIELSKI;350500521;adampodbielski356@gmail.com
4829;MAGDALENA;POCHEĆ;666322665;magdalenapocheć216@gmail.com
4830;ŁUCJA;BONISŁAWSKA;840027577;łucjabonisławska786@onet.pl
4831;FABIAN;ZWIERZ;456823072;fabianzwierz990@wp.pl
4832;LAURA;JAKUBOWSKA;272617187;laurajakubowska451@onet.pl
4833;KAZIMIERZ;ROGULSKI;890673126;kazimierzrogulski910@wp.pl
4834;ANASTAZJA;ZIÓŁEK;636849355;anastazjaziółek923@gmail.com
4835;MILAN;PAWEŁCZYK;571072738;milanpawełczyk159@gmail.com
4836;ADRIANNA;KOPEĆ;340649215;adriannakopeć624@onet.pl
4837;LAURA;WNUK;270889366;laurawnuk360@onet.pl
4838;MACIEJ;JĘDRASIK;223047229;maciejjędrasik126@wp.pl
4839;WITOLD;KRAVCHUK;584359670;witoldkravchuk443@onet.pl
4840;ANNA;SCHAB;316749816;annaschab221@onet.pl
4841;JAŚMINA;JADACH;510552906;jaśminajadach327@wp.pl
4842;POLA;ŁUKASZYK;619200289;polałukaszyk503@gmail.com
4843;OLIWIER;CZERNIK;225846941;oliwierczernik452@wp.pl
4844;KRZYSZTOF;KAROLCZYK;223415064;krzysztofkarolczyk077@wp.pl
4845;ALEKSANDER;STĘPNIAK;374081953;aleksanderstępniak769@gmail.com
4846;IGNACY;BRANDT;492155613;ignacybrandt679@onet.pl
4847;ARTUR;KROPIDŁOWSKI;783244103;arturkropidłowski660@wp.pl
4848;KSAWERY;GOLIK;539749744;ksawerygolik225@gmail.com
4849;ŁUCJA;DEMBOWSKA;181520124;łucjadembowska692@onet.pl
4850;MARCEL;BRODZIAK;790572574;marcelbrodziak690@wp.pl
4851;JULIAN;MIKULSKI;177614813;julianmikulski743@onet.pl
4852;BARBARA;KRUCZKOWSKA;773786913;barbarakruczkowska326@onet.pl
4853;ANTONI;RYKACZEWSKI;701177157;antonirykaczewski234@wp.pl
4854;NATAN;LEGIERSKI;542731980;natanlegierski557@gmail.com
4855;DOMINIK;KULESZA;912469175;dominikkulesza023@wp.pl
4856;BORYS;LISIEWICZ;597897622;boryslisiewicz777@wp.pl
4857;RÓŻA;POPIELA;227130986;różapopiela107@wp.pl
4858;ŁUCJA;KRÓLICKA;618136980;łucjakrólicka276@gmail.com
4859;NATAN;KUBIAK;902334946;natankubiak341@onet.pl
4860;IGNACY;JABŁOŃSKI;635804893;ignacyjabłoński460@onet.pl
4861;HELENA;BAZAN;283224064;helenabazan208@onet.pl
4862;MICHALINA;TARKA;563647040;michalinatarka662@gmail.com
4863;OLIWIA;RZEPECKA;481985239;oliwiarzepecka745@onet.pl
4864;GABRIELA;FOLTYN;517007834;gabrielafoltyn023@wp.pl
4865;GABRIELA;RYCHEL;108224196;gabrielarychel973@onet.pl
4866;WERONIKA;WRZOSEK;172128062;weronikawrzosek364@onet.pl
4867;LAURA;HRYHORIEVA;979120789;laurahryhorieva098@onet.pl
4868;FABIAN;KUJAWA;464897117;fabiankujawa197@wp.pl
4869;IGOR;KLONOWSKI;774851604;igorklonowski214@onet.pl
4870;OSKAR;ROMANOWSKI;815380340;oskarromanowski171@onet.pl
4871;RÓŻA;STERNIK;450023048;różasternik477@wp.pl
4872;KLARA;PIWOWARSKA;361338337;klarapiwowarska365@onet.pl
4873;PIOTR;BOROWY;439053738;piotrborowy580@gmail.com
4874;DAWID;DĘBEK;704748573;dawiddębek150@wp.pl
4875;STANISŁAW;WOLNY;437016154;stanisławwolny107@gmail.com
4876;KAJETAN;KORZENIOWSKI;773839656;kajetankorzeniowski850@onet.pl
4877;TEODOR;KONCEWICZ;328057309;teodorkoncewicz295@gmail.com
4878;MILAN;NEJMAN;454678979;milannejman201@onet.pl
4879;ADRIANNA;KOHUT;958356332;adriannakohut043@onet.pl
4880;TADEUSZ;RYDZ;536727347;tadeuszrydz191@gmail.com
4881;KORNELIA;GÓROWSKA;990720018;korneliagórowska276@gmail.com
4882;KAROLINA;OSADNIK;596624890;karolinaosadnik750@gmail.com
4883;MARCEL;PUDŁO;612415279;marcelpudło399@onet.pl
4884;TADEUSZ;KONOPACKI;932814198;tadeuszkonopacki642@gmail.com
4885;NIKODEM;CZERNICKI;292538109;nikodemczernicki070@onet.pl
4886;WITOLD;KARPENKO;446450218;witoldkarpenko827@gmail.com
4887;ANTONI;DZIEDZIC;825256862;antonidziedzic065@wp.pl
4888;MAKSYMILIAN;KOŚCIÓŁEK;391998158;maksymiliankościółek287@wp.pl
4889;GABRIELA;JAROSZEWSKA;794217903;gabrielajaroszewska051@onet.pl
4890;OLIWIA;SAWCZUK;151888141;oliwiasawczuk125@onet.pl
4891;LIWIA;KURZAWA;237193647;liwiakurzawa511@wp.pl
4892;JAKUB;RUSEK;847294718;jakubrusek172@wp.pl
4893;LEON;WALCZYK;284291461;leonwalczyk080@wp.pl
4894;MATEUSZ;DESKA;483098152;mateuszdeska886@gmail.com
4895;ADRIANNA;BERNACKA;482169106;adriannabernacka196@onet.pl
4896;OLIWIER;ZIEMNIAK;244930786;oliwierziemniak639@onet.pl
4897;AGATA;BAJKOWSKA;988427544;agatabajkowska510@onet.pl
4898;KINGA;JAKUBEK;709481403;kingajakubek953@onet.pl
4899;OLIWIA;WOCH;688541855;oliwiawoch712@wp.pl
4900;GABRIELA;BRZOZOWSKA;921323589;gabrielabrzozowska658@wp.pl
4901;KINGA;JANICZEK;109865959;kingajaniczek453@gmail.com
4902;NATALIA;FIRLEJ;314010789;nataliafirlej937@wp.pl
4903;IGOR;STRÓŻYŃSKI;635433602;igorstróżyński347@wp.pl
4904;POLA;SZOPA;386575638;polaszopa749@wp.pl
4905;MACIEJ;SMOTER;247727419;maciejsmoter016@wp.pl
4906;NADIA;SKURA;748990478;nadiaskura533@onet.pl
4907;IGNACY;KARASZEWSKI;212923195;ignacykaraszewski352@wp.pl
4908;MIŁOSZ;ŁABĘDZKI;474920241;miłoszłabędzki174@gmail.com
4909;ELIZA;TRELA;682758677;elizatrela762@wp.pl
4910;KRZYSZTOF;GONCIARZ;243191813;krzysztofgonciarz391@onet.pl
4911;BORYS;BRZÓZKA;476795979;borysbrzózka742@wp.pl
4912;LILIANA;KORECKA;431053915;lilianakorecka058@wp.pl
4913;ANTONI;GLIŃSKI;782036150;antonigliński020@wp.pl
4914;KAMIL;ŁOJEK;252562981;kamilłojek948@onet.pl
4915;JAGODA;KRUPSKA;103629567;jagodakrupska606@wp.pl
4916;MICHALINA;TOMCZYK;182421428;michalinatomczyk879@onet.pl
4917;BORYS;PORADA;546063466;borysporada247@onet.pl
4918;IGA;SAMSEL;937626279;igasamsel468@gmail.com
4919;TYMON;POTRYKUS;390224835;tymonpotrykus711@wp.pl
4920;KRZYSZTOF;SYCZ;812334281;krzysztofsycz421@gmail.com
4921;CEZARY;PODYMA;162386812;cezarypodyma995@wp.pl
4922;ARTUR;KMIOTEK;963002277;arturkmiotek753@onet.pl
4923;MARIANNA;BOJDA;873819665;mariannabojda141@onet.pl
4924;FABIAN;MENTEL;912744592;fabianmentel159@wp.pl
4925;PAWEŁ;TOPOLSKI;622871215;pawełtopolski494@onet.pl
4926;BARTOSZ;JANOTA;729623881;bartoszjanota541@wp.pl
4927;TADEUSZ;KOSIERADZKI;777907841;tadeuszkosieradzki434@wp.pl
4928;LEO;KOTAS;248745651;leokotas538@gmail.com
4929;KACPER;PRZYBYŁ;267036201;kacperprzybył498@wp.pl
4930;WITOLD;ANDRZEJAK;220625571;witoldandrzejak619@gmail.com
4931;MAJA;BUGAJ;514763603;majabugaj968@wp.pl
4932;FRANCISZEK;STAWARZ;601622022;franciszekstawarz868@onet.pl
4933;MARCEL;ŁUCZAK;809637671;marcelłuczak729@wp.pl
4934;KAMIL;JĘDRAS;182679746;kamiljędras881@gmail.com
4935;FABIAN;MACURA;360281086;fabianmacura567@wp.pl
4936;MAKSYMILIAN;MOLENDA;715379642;maksymilianmolenda719@wp.pl
4937;JULIA;WYSOCKA;178331524;juliawysocka860@wp.pl
4938;WERONIKA;BOROWSKA;381570333;weronikaborowska703@wp.pl
4939;LEO;PAWIŃSKI;935681751;leopawiński916@onet.pl
4940;ARTUR;INGLOT;665044892;arturinglot845@gmail.com
4941;ALEKSANDER;KOPACZ;355358673;aleksanderkopacz326@gmail.com
4942;KLARA;LUDWIG;762230852;klaraludwig609@onet.pl
4943;LENA;POŁEĆ;756831231;lenapołeć555@gmail.com
4944;ANIELA;BOCHENEK;657159625;anielabochenek191@onet.pl
4945;MARIANNA;IWIŃSKA;880341847;mariannaiwińska116@wp.pl
4946;JULIA;MICHALEWSKA;264033410;juliamichalewska424@wp.pl
4947;TEODOR;KIESZKOWSKI;123660270;teodorkieszkowski461@gmail.com
4948;LEO;MAINKA;665916115;leomainka092@onet.pl
4949;MIKOŁAJ;MAJERCZYK;533715219;mikołajmajerczyk400@gmail.com
4950;OLIWIA;KRYGER;695203463;oliwiakryger892@gmail.com
4951;HENRYK;SOSIŃSKI;326557251;henryksosiński128@gmail.com
4952;ADRIANNA;DUNAJSKA;218220619;adriannadunajska457@onet.pl
4953;HELENA;NIEDBALSKA;119578368;helenaniedbalska822@onet.pl
4954;NIKODEM;LEWANDOWSKI;368547403;nikodemlewandowski189@onet.pl
4955;EMILIA;WOŹNIAKOWSKA;803649964;emiliawoźniakowska693@onet.pl
4956;EMILIA;BARTNIK;823786292;emiliabartnik507@gmail.com
4957;DANIEL;SYTA;350418334;danielsyta078@gmail.com
4958;IGOR;SIENIAWSKI;119557718;igorsieniawski252@wp.pl
4959;ELIZA;PAWLIK;813732980;elizapawlik322@onet.pl
4960;KAJETAN;KUCZYŃSKI;826446414;kajetankuczyński447@onet.pl
4961;NINA;WĄDOŁOWSKA;993071123;ninawądołowska888@gmail.com
4962;TYMON;BRYL;106935760;tymonbryl996@gmail.com
4963;KUBA;MEJER;939188410;kubamejer518@gmail.com
4964;WOJCIECH;WOJDYŁO;921068893;wojciechwojdyło766@wp.pl
4965;ZOFIA;MATVIIENKO;346902926;zofiamatviienko865@wp.pl
4966;ALAN;ŁOWICKI;482662232;alanłowicki683@gmail.com
4967;TYMOTEUSZ;MITKA;563113437;tymoteuszmitka719@gmail.com
4968;HELENA;SMOLEŃ;354312934;helenasmoleń911@gmail.com
4969;MICHALINA;KUZNIETSOVA;170160125;michalinakuznietsova336@onet.pl
4970;SARA;ZIOMEK;878826670;saraziomek993@wp.pl
4971;JAŚMINA;SARNECKA;464400268;jaśminasarnecka513@gmail.com
4972;FILIP;SAWA;603964205;filipsawa365@gmail.com
4973;NADIA;ŻARNOWSKA;512908990;nadiażarnowska279@gmail.com
4974;MAGDALENA;KUSY;127936028;magdalenakusy074@gmail.com
4975;MICHAŁ;ROMAŃSKI;217630815;michałromański325@wp.pl
4976;KRZYSZTOF;KORDAS;891699990;krzysztofkordas291@wp.pl
4977;AGATA;CEDRO;298532941;agatacedro260@onet.pl
4978;HUBERT;KONECKI;333162452;hubertkonecki889@wp.pl
4979;KUBA;POPIOŁEK;418112401;kubapopiołek291@onet.pl
4980;HELENA;BIELECKA;264052605;helenabielecka562@gmail.com
4981;LILIANNA;DOBRZYCKA;159363572;liliannadobrzycka392@wp.pl
4982;AGATA;KRASOŃ;898828104;agatakrasoń344@gmail.com
4983;LAURA;IZDEBSKA;828053779;lauraizdebska160@onet.pl
4984;MICHALINA;MOCARSKA;948676611;michalinamocarska628@onet.pl
4985;NATAN;ŻUKOWSKI;929874326;natanżukowski131@onet.pl
4986;HELENA;WRONKA;831116327;helenawronka957@wp.pl
4987;NATALIA;KUKLA;494063298;nataliakukla612@gmail.com
4988;TYMON;PAŹDZIOR;891838724;tymonpaździor856@gmail.com
4989;ALICJA;SMAGA;832660742;alicjasmaga847@wp.pl
4990;DOMINIK;WCISŁO;368604376;dominikwcisło684@gmail.com
4991;MARTYNA;MIODUSZEWSKA;339685859;martynamioduszewska197@onet.pl
4992;JAŚMINA;KRZYŻANIAK;812938436;jaśminakrzyżaniak324@gmail.com
4993;ANIELA;JĘDRZEJAK;396478911;anielajędrzejak259@gmail.com
4994;LEO;KAŁUZIŃSKI;704663440;leokałuziński953@onet.pl
4995;ROZALIA;WIĄCEK;566759956;rozaliawiącek987@wp.pl
4996;MAJA;CHERNENKO;234360832;majachernenko750@gmail.com
4997;ALEKSANDRA;WIATROWSKA;236683798;aleksandrawiatrowska253@gmail.com
4998;OLIWIA;PASTUSIAK;354386565;oliwiapastusiak017@wp.pl
4999;MARIA;RABENDA;340951960;mariarabenda702@gmail.com
5000;TEODOR;WIĄCEK;412080705;teodorwiącek521@wp.pl
5001;PIOTR;KMITA;665969279;piotrkmita693@onet.pl
5002;HUBERT;URBANIAK;197410041;huberturbaniak822@onet.pl
5003;MAKSYMILIAN;CZERNIK;951502094;maksymilianczernik557@onet.pl
5004;MIKOŁAJ;KUPCZAK;743163004;mikołajkupczak435@gmail.com
5005;GAJA;WOJCIECHOWSKA;806913858;gajawojciechowska138@onet.pl
5006;ELIZA;KUBASIK;935264989;elizakubasik234@gmail.com
5007;LILIANNA;PACEK;311059673;liliannapacek233@onet.pl
5008;TEODOR;ANDRZEJAK;969505961;teodorandrzejak355@wp.pl
5009;MICHAŁ;PRZYBOROWSKI;569662932;michałprzyborowski524@onet.pl
5010;BARBARA;ILNICKA;159997100;barbarailnicka490@wp.pl
5011;ANTONI;JEZIORSKI;875899828;antonijeziorski991@gmail.com
5012;LAURA;KURASZ;375518451;laurakurasz406@gmail.com
5013;GABRIELA;JARZĄBEK;347624358;gabrielajarząbek644@gmail.com
5014;EMILIA;MAJCHRZAK;375295538;emiliamajchrzak063@wp.pl
5015;NIKOLA;WOLAŃSKA;181130586;nikolawolańska498@onet.pl
5016;FRANCISZEK;KORCZYK;858153157;franciszekkorczyk040@gmail.com
5017;KAMIL;LABUDA;156275326;kamillabuda951@gmail.com
5018;MAGDALENA;DOMINIAK;875483135;magdalenadominiak152@onet.pl
5019;DANIEL;JATCZAK;192259428;danieljatczak322@onet.pl
5020;NIKODEM;CHRUŚCIEL;975649529;nikodemchruściel320@wp.pl
5021;ANNA;KIRAGA;747150255;annakiraga807@gmail.com
5022;SARA;KOSMALSKA;461186074;sarakosmalska926@wp.pl
5023;BORYS;LACH;291103067;boryslach287@wp.pl
5024;MARTYNA;CICHOCKA;210836273;martynacichocka237@gmail.com
5025;KORNELIA;WÓJCICKA;161765268;korneliawójcicka819@onet.pl
5026;MICHALINA;KORZEC;610461091;michalinakorzec755@gmail.com
5027;POLA;ŁUSZCZYŃSKA;806784260;polałuszczyńska914@onet.pl
5028;KLARA;POLANOWSKA;860908736;klarapolanowska288@gmail.com
5029;MAJA;SERHIIENKO;743706099;majaserhiienko690@wp.pl
5030;ARTUR;ŻAKOWSKI;979923881;arturżakowski750@wp.pl
5031;NADIA;LEWICKA;835539511;nadialewicka937@gmail.com
5032;MARTYNA;MASTERNAK;569554530;martynamasternak856@onet.pl
